treat,re78,age,education,black,hispanic,married,nodegree,re75,Prior Unemployment Duration
1.0,6281.43310546875,33.0,11.0,1.0,0.0,0.0,1.0,7867.916015625,0.42909013616327224
1.0,11163.169921875,18.0,10.0,1.0,0.0,0.0,1.0,0.0,1.4855820878927952
1.0,9642.9990234375,29.0,11.0,1.0,0.0,1.0,1.0,0.0,1.1309024059120598
1.0,9897.048828125,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.6946354059709874
1.0,11142.8701171875,27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.27575408502359483
1.0,16218.0400390625,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.43435762794136723
1.0,995.7001953125,24.0,11.0,1.0,0.0,0.0,1.0,0.0,1.7234908655285053
1.0,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.9817123592493683
1.0,26372.279296875,26.0,11.0,1.0,0.0,1.0,1.0,2754.64599609375,0.8642539083830358
1.0,6551.591796875,48.0,4.0,1.0,0.0,0.0,1.0,0.0,1.6946999239025913
1.0,1574.4239501953125,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.7482715006952765
1.0,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.707490456754783
1.0,3191.7529296875,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.4986881742531192
1.0,20505.9296875,42.0,14.0,1.0,0.0,0.0,0.0,0.0,1.263026891192815
1.0,6181.8798828125,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.5225898708247032
1.0,5911.55078125,23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.9049624188086077
1.0,3094.156005859375,46.0,8.0,1.0,0.0,1.0,1.0,0.0,1.3619906756611129
1.0,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.24132323685518317
1.0,1254.58203125,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.3888933392060361
1.0,13188.830078125,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5062954843533903
1.0,8061.48486328125,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.7910991306166625
1.0,2787.9599609375,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.2333003144170545
1.0,3972.5400390625,20.0,11.0,1.0,0.0,0.0,1.0,0.0,1.7366041279963271
1.0,0.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.1978907178451042
1.0,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.5786494211513956
1.0,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0139600450155768
1.0,12187.41015625,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.8311355257944157
1.0,4843.17578125,23.0,12.0,1.0,0.0,0.0,0.0,0.0,1.3329405451229985
1.0,0.0,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.3442585821039033
1.0,8087.48681640625,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.7671185588050978
1.0,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,2.9293712557195724
1.0,2348.972900390625,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.9039614840038782
1.0,590.7817993164062,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.11278063591848916
1.0,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,1.364419201177149
1.0,1067.5059814453125,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.8443479581135541
1.0,7284.98583984375,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.6062568944594405
1.0,13167.51953125,42.0,14.0,1.0,0.0,1.0,0.0,0.0,1.7887818453233235
1.0,1048.4320068359375,22.0,11.0,0.0,0.0,0.0,1.0,0.0,1.786336958763581
1.0,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.3286556788998147
1.0,1923.93798828125,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.9956698778463394
1.0,3196.571044921875,28.0,10.0,1.0,0.0,0.0,1.0,2836.506103515625,0.9415914144135658
1.0,4666.23583984375,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.8192341391687487
1.0,549.2984008789062,27.0,11.0,1.0,0.0,0.0,1.0,0.0,1.9373668012076097
1.0,762.9146118164062,29.0,4.0,1.0,0.0,0.0,1.0,0.0,1.4156691879207568
1.0,10694.2900390625,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.6723994830348613
1.0,0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,2.5780951727700256
1.0,0.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.593842515317893
1.0,8546.71484375,45.0,5.0,1.0,0.0,1.0,1.0,0.0,1.4111337999142117
1.0,7479.65576171875,29.0,13.0,1.0,0.0,0.0,0.0,0.0,1.380058546941142
1.0,0.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.43503653476194537
1.0,647.20458984375,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.7335570246182124
1.0,0.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.6327670051662111
1.0,11965.8095703125,25.0,12.0,1.0,0.0,0.0,0.0,0.0,2.9845511167939858
1.0,9598.541015625,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.05792394901698074
1.0,10363.26953125,31.0,9.0,1.0,0.0,0.0,1.0,1698.6070556640625,1.178029339461064
1.0,18783.349609375,25.0,11.0,0.0,0.0,0.0,1.0,0.0,1.9453968914205175
1.0,18678.080078125,22.0,12.0,1.0,0.0,0.0,0.0,0.0,1.5362100915273518
1.0,60307.9296875,28.0,11.0,1.0,0.0,0.0,1.0,1284.0789794921875,1.6912439295817843
1.0,0.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,1.9753569416550756
1.0,23005.599609375,40.0,11.0,1.0,0.0,0.0,1.0,0.0,1.7132187795101446
1.0,6456.69677734375,22.0,11.0,1.0,0.0,0.0,1.0,0.0,1.5087588137944117
1.0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.7370739600989537
1.0,1773.4229736328125,27.0,9.0,1.0,0.0,1.0,1.0,934.4453735351562,0.9277218596623544
1.0,11233.259765625,23.0,10.0,1.0,0.0,1.0,1.0,936.4385986328125,1.5560752113845808
1.0,0.0,29.0,10.0,1.0,0.0,0.0,1.0,4398.9501953125,0.9364600139833228
1.0,2321.10693359375,18.0,12.0,1.0,0.0,0.0,0.0,0.0,4.218373086186537
1.0,4941.84912109375,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9550287544141961
1.0,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,1.2953614639457363
1.0,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.5554012413163937
1.0,0.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.7092881204828095
1.0,3881.283935546875,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.38036908415159076
1.0,17230.9609375,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.42780222176671323
1.0,1294.4090576171875,42.0,9.0,1.0,0.0,1.0,1.0,3058.531005859375,0.390055706104699
1.0,8048.60302734375,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.33462030641424884
1.0,0.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,2.373244407084118
1.0,14509.9296875,31.0,11.0,1.0,0.0,1.0,1.0,0.0,1.5187164569670228
1.0,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.8644989131222719
1.0,9970.6806640625,19.0,8.0,1.0,0.0,0.0,1.0,2657.056884765625,1.3328341613330625
1.0,17814.98046875,29.0,14.0,1.0,0.0,0.0,0.0,679.6734008789062,0.1109849448665615
1.0,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.7122534677969005
1.0,9983.7841796875,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.34505232604684666
1.0,0.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.34270842120561873
1.0,8124.71484375,19.0,10.0,1.0,0.0,0.0,1.0,385.27410888671875,1.3943354271841462
1.0,5587.5029296875,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2816207953829492
1.0,9737.154296875,18.0,10.0,1.0,0.0,0.0,1.0,798.9078979492188,0.8867492445243371
1.0,4482.84521484375,18.0,9.0,1.0,0.0,0.0,1.0,0.0,2.1551045413405476
1.0,17685.1796875,19.0,9.0,1.0,0.0,0.0,1.0,798.9078979492188,0.8187843173824584
1.0,5010.341796875,18.0,9.0,1.0,0.0,0.0,1.0,3287.375,1.477530717957746
1.0,1460.3599853515625,26.0,11.0,1.0,0.0,1.0,1.0,1392.85302734375,0.09639107505984003
1.0,2456.153076171875,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.1545722328601997
1.0,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,1.9836818501777442
1.0,26817.599609375,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.8051727203542217
1.0,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,1.5623871547481776
1.0,9265.7880859375,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.5952561364075106
1.0,1652.636962890625,20.0,12.0,1.0,0.0,0.0,0.0,377.568603515625,0.6673240495059938
1.0,13829.6201171875,19.0,10.0,0.0,0.0,0.0,1.0,5324.10888671875,1.461516294971677
1.0,485.22979736328125,25.0,11.0,1.0,0.0,0.0,1.0,0.0,1.5544462627737536
1.0,4232.30908203125,23.0,8.0,0.0,0.0,1.0,1.0,1713.1500244140625,1.1766005779623385
1.0,2484.549072265625,31.0,12.0,0.0,0.0,0.0,0.0,2611.218017578125,0.9469129587858104
1.0,4814.626953125,18.0,11.0,1.0,0.0,0.0,1.0,0.0,3.506866091472126
1.0,7458.10498046875,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.8301394745866476
1.0,0.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.4402388931992782
1.0,34099.28125,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.9463204482091361
1.0,13385.8603515625,26.0,11.0,0.0,0.0,0.0,1.0,2226.26611328125,1.4675068083336855
1.0,5112.01416015625,29.0,10.0,0.0,1.0,0.0,1.0,8853.673828125,1.5857150302572438
1.0,1953.2679443359375,17.0,9.0,1.0,0.0,0.0,1.0,0.0,1.6311243082520386
1.0,0.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.4959857801983378
1.0,10641.240234375,17.0,10.0,1.0,0.0,0.0,1.0,156.9490966796875,0.5460541004227601
1.0,11656.509765625,20.0,12.0,0.0,0.0,1.0,0.0,8644.15625,0.8663574838384908
1.0,3621.70703125,17.0,9.0,1.0,0.0,0.0,1.0,375.1047058105469,1.2323733344673609
1.0,0.0,18.0,12.0,1.0,0.0,0.0,0.0,562.656982421875,0.3983199805778975
1.0,0.0,21.0,11.0,0.0,1.0,0.0,1.0,1395.3900146484375,0.3746990440928333
1.0,0.0,30.0,11.0,1.0,0.0,0.0,1.0,1913.0340576171875,1.070038447896723
1.0,2454.5,18.0,11.0,0.0,1.0,0.0,1.0,5491.53515625,0.3805452772805394
1.0,0.0,20.0,12.0,1.0,0.0,0.0,0.0,9227.55859375,0.638830818482348
1.0,4488.4951171875,20.0,6.0,0.0,1.0,1.0,1.0,10802.98046875,0.181380511112945
1.0,0.0,20.0,10.0,1.0,0.0,0.0,1.0,11073.08984375,1.316663327018879
1.0,2346.827880859375,25.0,8.0,1.0,0.0,0.0,1.0,37431.66015625,1.9495073378575698
1.0,6011.02099609375,17.0,9.0,0.0,0.0,0.0,1.0,1618.1500244140625,1.7446517016911034
1.0,0.0,18.0,10.0,0.0,1.0,0.0,1.0,2589.0419921875,0.8780458419310544
1.0,7913.38623046875,19.0,9.0,0.0,1.0,0.0,1.0,6511.1240234375,0.8081336844154707
1.0,661.1923828125,19.0,11.0,1.0,0.0,0.0,1.0,192.79949951171875,2.734038680448113
1.0,3075.862060546875,27.0,10.0,0.0,1.0,0.0,1.0,421.3023986816406,2.9140843882215335
1.0,1115.8599853515625,18.0,12.0,0.0,1.0,0.0,0.0,535.5532836914062,0.0952009559974697
1.0,317.89520263671875,22.0,11.0,1.0,0.0,0.0,1.0,606.9608764648438,2.742852203358461
1.0,12229.6298828125,20.0,9.0,1.0,0.0,0.0,1.0,660.5159301757812,0.654059323859721
1.0,0.0,20.0,11.0,1.0,0.0,0.0,1.0,696.2191772460938,1.3073864749168695
1.0,480.5270080566406,18.0,10.0,1.0,0.0,0.0,1.0,699.7896118164062,0.7539837829424471
1.0,3251.10009765625,17.0,10.0,1.0,0.0,0.0,1.0,856.8864135742188,1.1892642326704113
1.0,11460.5595703125,26.0,12.0,1.0,0.0,0.0,0.0,1088.906982421875,1.1863898213741002
1.0,7315.4521484375,22.0,10.0,1.0,0.0,0.0,1.0,1071.1080322265625,0.6341674433688578
1.0,702.1838989257812,20.0,12.0,1.0,0.0,0.0,0.0,1160.365966796875,0.8488854323441136
1.0,0.0,18.0,8.0,1.0,0.0,0.0,1.0,1199.6409912109375,1.6505509690004456
1.0,15369.48046875,18.0,9.0,1.0,0.0,0.0,1.0,1285.3299560546875,0.6105984717973023
1.0,12064.41015625,18.0,10.0,1.0,0.0,0.0,1.0,1371.0169677734375,0.7934555797266336
1.0,13278.9697265625,19.0,10.0,1.0,0.0,0.0,1.0,1374.5870361328125,0.9475638387997101
1.0,8836.56640625,18.0,9.0,0.0,1.0,0.0,1.0,1713.77294921875,1.011365711277073
1.0,4387.05712890625,17.0,10.0,0.0,1.0,0.0,1.0,2202.7958984375,0.5039188195754307
1.0,11965.8095703125,19.0,11.0,1.0,0.0,0.0,1.0,1927.9949951171875,0.31957895740343994
1.0,2186.18896484375,27.0,11.0,1.0,0.0,1.0,1.0,2142.217041015625,1.519809201005247
1.0,2975.031005859375,19.0,10.0,1.0,0.0,0.0,1.0,3213.113037109375,0.7509997978729823
1.0,14271.23046875,19.0,9.0,0.0,1.0,0.0,1.0,3276.14990234375,0.5023967845993798
1.0,2094.118896484375,27.0,10.0,1.0,0.0,0.0,1.0,3213.322021484375,1.1114905389348106
1.0,11300.240234375,21.0,11.0,1.0,0.0,1.0,1.0,4167.998046875,0.13458715798407
1.0,130.67909240722656,29.0,10.0,1.0,0.0,1.0,1.0,4923.26318359375,1.0991376753216804
1.0,2877.681884765625,34.0,11.0,0.0,1.0,0.0,1.0,4641.466796875,0.9442600349462288
1.0,6103.74609375,25.0,10.0,0.0,0.0,0.0,1.0,4712.8740234375,0.9227157595332205
1.0,2329.866943359375,31.0,13.0,0.0,0.0,0.0,0.0,5498.35009765625,0.3373946540803862
1.0,0.0,41.0,9.0,1.0,0.0,1.0,1.0,5783.98095703125,0.3622270509885647
1.0,9381.294921875,21.0,11.0,0.0,1.0,0.0,1.0,6658.56201171875,0.5264469981474805
1.0,16451.4609375,20.0,11.0,1.0,0.0,0.0,1.0,6426.64599609375,0.8227227178253561
1.0,6485.5078125,24.0,12.0,0.0,1.0,1.0,0.0,7212.10986328125,0.30264096119993766
1.0,3154.719970703125,41.0,9.0,1.0,0.0,1.0,1.0,7212.1201171875,1.675207843223794
1.0,3557.93408203125,21.0,12.0,0.0,0.0,0.0,0.0,7390.6337890625,0.08717307660325563
1.0,668.74658203125,22.0,11.0,1.0,0.0,0.0,1.0,7497.751953125,1.661582641720643
1.0,5487.97021484375,20.0,9.0,0.0,1.0,0.0,1.0,8015.44189453125,1.1583204452431823
1.0,9017.00390625,17.0,11.0,1.0,0.0,0.0,1.0,8497.435546875,0.9820913851921294
1.0,0.0,24.0,11.0,1.0,0.0,0.0,1.0,9180.919921875,0.7983492830526531
1.0,10283.490234375,23.0,12.0,1.0,0.0,1.0,0.0,15079.9501953125,0.9130385184946801
1.0,5665.06591796875,23.0,10.0,1.0,0.0,0.0,1.0,15709.5595703125,0.7109778151892244
1.0,2746.614013671875,26.0,11.0,0.0,0.0,0.0,1.0,22959.759765625,0.6621752504433863
1.0,8803.666015625,21.0,13.0,1.0,0.0,0.0,0.0,24806.830078125,1.1435021728073045
1.0,10989.9296875,18.0,10.0,1.0,0.0,1.0,1.0,1958.095947265625,0.7897406420151941
1.0,11134.98046875,22.0,10.0,1.0,0.0,0.0,1.0,653.9542236328125,1.739802580402713
1.0,1433.531005859375,17.0,10.0,1.0,0.0,0.0,1.0,1000.5499877929688,0.9315569600462145
1.0,5518.0830078125,20.0,7.0,1.0,0.0,0.0,1.0,1569.489990234375,2.2387904463970023
1.0,5594.72900390625,17.0,9.0,1.0,0.0,0.0,1.0,1667.5830078125,0.23804035658594414
1.0,3689.1259765625,23.0,11.0,1.0,0.0,0.0,1.0,1961.864013671875,2.9537099486287857
1.0,179.02169799804688,32.0,10.0,1.0,0.0,0.0,1.0,2321.537109375,2.430193368642192
1.0,4551.97900390625,19.0,12.0,1.0,0.0,0.0,0.0,2534.072021484375,0.13079321909158362
1.0,0.0,30.0,10.0,1.0,0.0,0.0,1.0,2615.81689453125,1.3510858862349002
1.0,2090.677978515625,25.0,12.0,1.0,0.0,0.0,0.0,2746.60791015625,0.8691501109231341
1.0,1973.344970703125,26.0,11.0,0.0,0.0,0.0,1.0,4676.45703125,0.8452348705934842
1.0,5861.60302734375,19.0,10.0,1.0,0.0,0.0,1.0,3473.80810546875,0.7758705739701062
1.0,9251.357421875,19.0,8.0,0.0,0.0,0.0,1.0,3416.906982421875,1.939545034605164
1.0,13626.0400390625,20.0,10.0,1.0,0.0,0.0,1.0,5100.8388671875,0.7774536717440871
1.0,7906.3408203125,21.0,11.0,1.0,0.0,0.0,1.0,5310.10693359375,0.3261141401551989
1.0,7947.2568359375,23.0,12.0,1.0,0.0,0.0,0.0,7841.97216796875,0.9396869051556725
1.0,11648.7001953125,19.0,11.0,1.0,0.0,0.0,1.0,6409.02685546875,1.0678915019300943
1.0,18295.8203125,22.0,11.0,1.0,0.0,0.0,1.0,8774.791015625,1.7721448543663525
1.0,14416.83984375,23.0,12.0,1.0,0.0,0.0,0.0,7782.0419921875,0.2495481988100858
1.0,4635.66015625,26.0,10.0,1.0,0.0,1.0,1.0,8141.703125,2.60857191656455
1.0,0.0,24.0,12.0,1.0,0.0,0.0,0.0,12982.33984375,0.43687251369268704
1.0,0.0,18.0,10.0,0.0,1.0,0.0,1.0,12625.509765625,0.18837600041241237
1.0,7661.97314453125,27.0,11.0,1.0,0.0,0.0,1.0,14223.5,1.1440229498290833
1.0,15191.91015625,21.0,11.0,0.0,1.0,0.0,1.0,17983.7109375,1.8781848800414256
1.0,6421.52978515625,25.0,8.0,0.0,0.0,0.0,1.0,23096.650390625,0.5772524642152925
1.0,4350.9072265625,21.0,12.0,1.0,0.0,0.0,0.0,807.9511108398438,1.526547555684602
1.0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,532.2536010742188,1.2940290759845063
1.0,0.0,18.0,11.0,1.0,0.0,0.0,1.0,851.6060791015625,0.8719189841302504
1.0,0.0,34.0,7.0,1.0,0.0,0.0,1.0,857.5194702148438,0.15322726702905345
1.0,11412.240234375,21.0,11.0,0.0,0.0,0.0,1.0,946.2279052734375,1.4856486529550865
1.0,1709.342041015625,25.0,9.0,1.0,0.0,0.0,1.0,1536.5030517578125,0.6003763486856708
1.0,1374.0660400390625,17.0,9.0,1.0,0.0,0.0,1.0,1341.6510009765625,1.073221387701073
1.0,7779.26318359375,28.0,8.0,1.0,0.0,0.0,1.0,1182.7860107421875,1.4480770374002794
1.0,5100.46923828125,18.0,9.0,1.0,0.0,0.0,1.0,1182.7860107421875,0.7683858156693513
1.0,0.0,27.0,12.0,1.0,0.0,0.0,0.0,4310.455078125,0.2673607740103254
1.0,11464.7099609375,23.0,9.0,1.0,0.0,0.0,1.0,1774.1800537109375,0.7724532283302733
1.0,8774.623046875,19.0,8.0,0.0,1.0,0.0,1.0,1862.8890380859375,0.17420256612239277
1.0,0.0,21.0,11.0,1.0,0.0,0.0,1.0,2158.5849609375,1.0606888201071154
1.0,4082.3701171875,21.0,11.0,1.0,0.0,0.0,1.0,2217.72412109375,0.8701956653685461
1.0,0.0,23.0,10.0,1.0,0.0,0.0,1.0,2217.72412109375,0.636769629853563
1.0,2018.5560302734375,27.0,9.0,1.0,0.0,0.0,1.0,2294.60498046875,1.0677747083337743
1.0,0.0,27.0,11.0,1.0,0.0,0.0,1.0,2483.85205078125,0.28510270794006276
1.0,796.5596923828125,23.0,12.0,0.0,0.0,0.0,0.0,3903.195068359375,0.49505213249109803
1.0,7976.93212890625,27.0,8.0,1.0,0.0,0.0,1.0,7218.27685546875,0.497126335257365
1.0,7318.18603515625,28.0,11.0,1.0,0.0,1.0,1.0,6952.580078125,0.6524255005802232
1.0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,5204.2587890625,1.7777159682504615
1.0,9750.66015625,20.0,12.0,1.0,0.0,0.0,0.0,6085.4208984375,0.9832870951890474
1.0,5811.76513671875,26.0,12.0,1.0,0.0,0.0,0.0,6608.80322265625,3.6749151108048244
1.0,3385.81103515625,23.0,10.0,1.0,0.0,1.0,1.0,10495.080078125,2.1140683587430757
1.0,16717.119140625,49.0,8.0,0.0,0.0,1.0,1.0,7285.9482421875,0.5285931923407616
1.0,11293.8095703125,19.0,11.0,1.0,0.0,0.0,1.0,10224.3701171875,0.5324065944415848
1.0,99.57002258300781,21.0,13.0,0.0,0.0,0.0,0.0,8616.8515625,0.8464214875540821
1.0,2777.5849609375,27.0,12.0,1.0,0.0,1.0,0.0,7806.38720703125,1.7849038435132598
1.0,1659.5,23.0,11.0,1.0,0.0,0.0,1.0,8959.5888671875,0.14752909060420835
1.0,8408.392578125,22.0,11.0,1.0,0.0,0.0,1.0,12170.9404296875,1.7432956567208342
1.0,14683.6298828125,24.0,15.0,1.0,0.0,0.0,0.0,13008.5,1.7600495248457995
1.0,0.0,24.0,12.0,1.0,0.0,0.0,0.0,18154.060546875,1.927770615924348
1.0,929.8839111328125,18.0,11.0,1.0,0.0,0.0,1.0,214.5635986328125,1.8063151364322967
1.0,5522.7880859375,17.0,10.0,1.0,0.0,0.0,1.0,5793.85205078125,0.03276865521788807
1.0,5445.2001953125,17.0,9.0,1.0,0.0,0.0,1.0,1253.43896484375,1.7857296871326411
1.0,0.0,28.0,11.0,1.0,0.0,0.0,1.0,6871.85595703125,4.674660363143727
1.0,0.0,27.0,11.0,1.0,0.0,0.0,1.0,2666.27392578125,1.8713760510182231
1.0,4146.60302734375,19.0,11.0,1.0,0.0,0.0,1.0,2615.27587890625,1.0380524544668013
1.0,4321.705078125,18.0,11.0,0.0,0.0,0.0,1.0,919.5579223632812,2.7373827008941216
1.0,1660.508056640625,24.0,10.0,1.0,0.0,0.0,1.0,2421.947021484375,0.571914612716091
1.0,8484.2392578125,23.0,12.0,1.0,0.0,0.0,0.0,3039.9599609375,0.37295715676195706
1.0,743.6666259765625,21.0,9.0,1.0,0.0,0.0,1.0,5749.3310546875,1.028447122713957
1.0,9371.037109375,21.0,12.0,1.0,0.0,0.0,0.0,3332.408935546875,1.335521724975182
1.0,4849.55908203125,24.0,9.0,1.0,0.0,0.0,1.0,2288.675048828125,0.23561814575793635
1.0,1358.6429443359375,20.0,9.0,0.0,1.0,0.0,1.0,5875.048828125,0.7870807620960265
1.0,0.0,25.0,13.0,1.0,0.0,0.0,0.0,3090.73193359375,0.5000969653742986
1.0,3786.6279296875,35.0,8.0,1.0,0.0,1.0,1.0,17976.150390625,1.3402454007988303
1.0,6210.669921875,17.0,9.0,0.0,1.0,0.0,1.0,74.34345245361328,0.29740493781128585
1.0,4032.7080078125,24.0,11.0,1.0,0.0,1.0,1.0,1666.113037109375,0.6930281409787623
1.0,0.0,20.0,12.0,1.0,0.0,0.0,0.0,165.20770263671875,0.1475521180383864
1.0,4279.61279296875,21.0,8.0,1.0,0.0,0.0,1.0,3695.89697265625,0.8995462425083266
1.0,11141.3896484375,18.0,10.0,1.0,0.0,0.0,1.0,1784.2740478515625,0.4375901816745374
1.0,22163.25,27.0,12.0,1.0,0.0,0.0,0.0,357.94989013671875,1.5648434080533888
1.0,3462.56396484375,22.0,9.0,1.0,0.0,0.0,1.0,3836.986083984375,1.0332383403924787
1.0,0.0,46.0,8.0,1.0,0.0,0.0,1.0,2594.722900390625,1.2564178174711262
1.0,0.0,19.0,10.0,1.0,0.0,0.0,1.0,6056.75390625,0.1825339223343707
1.0,6788.462890625,19.0,11.0,0.0,1.0,1.0,1.0,5463.80322265625,0.36894689333330216
1.0,0.0,22.0,12.0,1.0,0.0,0.0,0.0,936.1773071289062,1.0675670795098806
1.0,12590.7099609375,22.0,12.0,0.0,0.0,0.0,0.0,8455.50390625,4.236724013124001
1.0,1424.9439697265625,26.0,12.0,1.0,0.0,1.0,0.0,5794.8310546875,1.6305067098364774
1.0,10976.509765625,29.0,12.0,1.0,0.0,0.0,0.0,4878.93701171875,0.7736695497868227
1.0,9558.5009765625,31.0,9.0,1.0,0.0,0.0,1.0,5517.8408203125,0.3677982110130308
1.0,0.0,29.0,12.0,1.0,0.0,0.0,0.0,1817.2840576171875,0.5576435403929018
1.0,12803.9697265625,35.0,9.0,1.0,0.0,1.0,1.0,13830.6396484375,0.9668631126771319
1.0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,2409.27392578125,0.6590235565486565
1.0,10092.830078125,22.0,12.0,0.0,1.0,1.0,0.0,7055.7021484375,2.9527594799123915
1.0,0.0,27.0,10.0,1.0,0.0,0.0,1.0,3550.074951171875,1.535769748345889
