T,age,education,black,hispanic,married,nodegree,re75,loss_time,legal_issue,Y_cf0,Y_cf1
0,44,9,1,0,0,1,0,2.019154219,1.884203079,1,1
0,23,11,1,0,0,1,1896.023,1.627572683,1.754935382,1,1
0,22,12,1,0,0,0,532.2536,1.224555473,1.335097505,1,1
0,27,8,1,0,0,1,0,1.405636074,1.230661451,1,1
0,27,11,1,0,1,1,1122.621,1.095915591,1.161255531,1,1
0,18,9,1,0,0,1,1605.448,1.685836151,1.6678701,0,0
0,25,8,1,0,0,1,0,2.368706459,2.665368531,1,1
0,31,10,1,0,0,1,0,2.066256211,2.066566828,1,1
0,28,10,1,0,0,1,6567.329,0.813587384,0.905486074,1,1
0,26,10,1,0,1,1,558.7734,1.702972378,1.94854694,0,0
0,30,8,1,0,0,1,1706.657,1.589204624,1.640972859,0,0
0,28,11,0,1,1,1,0,1.516453266,1.41950264,1,1
0,34,10,1,0,1,1,0,2.15856155,2.116673306,0,0
0,21,7,0,1,0,1,0,2.313735835,2.649310439,0,0
0,33,12,1,0,0,0,0,2.065986488,2.120658609,1,1
0,19,9,1,0,0,1,1778.089,1.516404487,1.596316292,1,1
0,20,11,1,0,0,1,7967.209,1.538269437,1.626041989,0,1
0,18,10,0,1,0,1,0,2.067749869,2.176652407,1,1
0,27,12,1,0,1,0,752.3901,1.217773292,1.642461409,0,1
0,26,12,1,0,1,0,0,1.344905248,1.401803789,1,1
0,24,9,1,0,0,1,9662.67,1.648649197,1.739019566,0,1
0,31,12,1,0,0,0,0,1.228194402,0.889547813,1,1
0,22,12,1,0,0,0,2158.05,0.674029334,0.563516762,0,1
0,28,14,1,0,0,0,6539.537,0.707532893,0.993615831,1,1
0,35,10,1,0,0,1,0,2.394949531,2.601681884,1,1
0,20,12,1,0,0,0,0,1.80255225,1.818813552,0,0
0,30,9,0,0,0,1,3141.917,1.711227466,2.021623174,1,1
0,25,11,1,0,0,1,0,2.096696529,2.14887588,0,1
0,25,10,1,0,0,1,0,1.68588144,1.639015486,1,1
0,35,11,1,0,0,1,0,2.013030548,2.033804013,0,0
0,22,8,1,0,0,1,6150.52,2.408372105,2.840252008,0,1
0,21,12,1,0,0,0,449.0479,1.445173944,1.592585428,0,1
0,20,10,1,0,0,1,0,2.782491802,2.785018603,1,1
0,21,8,1,0,0,1,2237.208,0.857742411,0.815022766,1,1
0,25,9,0,1,0,1,0,2.208286286,2.371662882,1,1
0,24,10,0,1,0,1,3000.838,1.617343341,1.79315559,1,1
0,33,11,1,0,0,1,2899.82,1.177003258,1.242290535,1,1
0,21,9,1,0,0,1,12357.22,1.824739481,1.922914834,0,0
0,27,11,1,0,1,1,4491.884,0.206223588,0.174961958,0,1
0,27,10,1,0,0,1,0,1.85979871,1.793126122,1,1
0,20,11,0,1,0,1,0,2.069371178,2.13487659,1,1
0,25,13,1,0,0,0,10240.36,1.343675693,1.98611571,1,1
0,18,11,1,0,0,1,645.2723,1.698439811,1.668920553,1,1
0,26,11,1,0,0,1,0,1.556780836,1.524002674,1,1
0,38,8,1,0,0,1,0,1.681469118,1.63630082,0,0
0,21,11,1,0,1,1,7652.12,1.89726216,2.203236012,1,1
0,34,11,1,0,0,1,8912.484,1.313999162,1.51818995,1,1
0,21,10,1,0,0,1,1162.362,1.617560383,1.614570999,1,1
0,31,13,1,0,0,0,10393.61,0.561874116,0.739671066,1,1
0,34,10,1,0,0,1,0,1.953718235,1.924062749,1,1
0,25,11,1,0,0,1,3649.769,1.934072955,2.257515009,0,0
0,24,9,1,0,0,1,1275.356,1.579847976,1.600230703,1,1
0,19,12,1,0,0,0,0,1.705847741,1.701955509,0,0
0,32,8,1,0,0,1,0,1.77413597,1.744210366,1,1
0,20,9,0,1,0,1,0,1.554557353,1.222870382,1,1
0,23,10,1,0,0,1,0,2.048748262,2.155558299,0,0
0,38,10,1,0,0,1,0,2.047497867,2.013737834,1,1
0,24,11,1,0,0,1,0,1.942469607,1.941931609,0,1
0,19,10,0,1,0,1,1197.462,1.664262582,1.773794932,1,1
0,23,11,1,0,0,1,0,1.474072737,1.226047228,1,1
0,20,7,0,1,0,1,0,1.879812165,1.755540592,1,1
0,25,10,1,0,1,1,9319.444,1.206690811,1.415346673,0,1
0,21,11,1,0,0,1,0,1.583659869,1.616376955,1,1
0,25,10,1,0,0,1,0,1.884834601,1.879428233,0,0
0,22,11,1,0,1,1,0,2.118069911,2.172389501,1,1
0,29,9,0,1,0,1,16341.16,2.437291663,2.630474093,1,1
0,21,11,1,0,0,1,1862.889,1.792837205,1.911852681,1,1
0,21,7,1,0,0,1,0,2.092905442,2.101963122,1,1
0,23,11,1,0,0,1,0,1.920838515,1.908868007,0,1
0,20,12,1,0,0,0,1371.473,0.405707461,0.140662522,1,1
0,21,11,0,1,0,1,8920.471,1.48932699,1.696558203,1,1
0,26,12,1,0,0,0,7322.037,0.859914929,1.099177091,1,1
0,24,12,0,0,0,0,0,2.962750571,3.385143955,1,1
0,43,10,1,0,0,1,4128.443,1.228765373,1.089563576,1,1
0,31,11,1,0,0,1,1726.445,1.604906577,1.757228113,0,0
0,22,11,1,0,0,1,2707.372,1.669474061,1.800098762,1,1
0,29,11,1,0,0,1,0,1.591791178,1.259815205,0,0
0,24,11,1,0,0,1,0,2.372411754,2.657276804,1,1
0,22,9,1,0,0,1,0,2.21572195,2.260195814,1,1
0,19,11,1,0,0,1,8870.879,2.058309051,2.366684537,1,1
0,28,11,1,0,0,1,0,1.639828334,1.421731675,1,1
0,18,10,0,1,0,1,0,2.404115533,2.842197983,1,1
0,18,9,1,0,0,1,2138.094,1.338288812,1.118834457,1,1
0,26,10,1,0,0,1,0,2.201671361,2.248595531,1,1
0,25,10,1,0,0,1,0,2.851873569,3.335457672,1,1
0,26,12,1,0,0,0,8479.593,0.167231585,0.383328047,1,1
0,23,11,1,0,0,1,29897.19,1.162605732,1.335339423,1,1
0,20,8,0,1,0,1,1124.801,1.900159297,1.943074171,1,1
0,24,10,1,0,0,1,0,1.783347362,1.652030252,0,0
0,27,13,1,0,0,0,8797.348,-0.464649852,-0.614690654,1,1
0,26,5,1,0,0,1,0,2.015041677,2.019408348,0,0
0,37,10,1,0,0,1,8606.743,0.698280387,0.503672655,0,1
0,36,10,1,0,0,1,0,2.087331172,2.127788377,1,1
0,22,11,1,0,0,1,0,1.612574836,1.33033279,0,0
0,22,9,1,0,0,1,506.4076,2.507832659,2.635569366,1,1
0,25,12,1,0,0,0,0,1.426291036,1.371581144,1,1
0,22,10,1,0,0,1,1765.676,1.691908228,1.711528235,0,0
0,27,11,1,0,0,1,0,2.244609802,2.421338094,1,1
0,29,8,1,0,0,1,0,1.658819269,1.335192194,0,0
0,18,9,1,0,0,1,2006.629,1.997484621,2.057737149,1,1
0,24,12,1,0,0,0,0,2.377777521,2.661966478,0,0
0,27,9,0,1,0,1,1596.762,0.853466073,1.009828901,1,1
0,19,9,1,0,0,1,902.4565,1.933372706,2.031860069,1,1
0,22,10,1,0,0,1,0,2.05253475,2.121150847,0,0
0,29,12,1,0,0,0,1359.347,1.336640788,1.605284074,1,1
0,30,11,1,0,1,1,9311.938,0.447280348,0.408721827,1,1
0,22,7,1,0,0,1,13503.77,1.305006351,1.27523214,1,1
0,24,7,1,0,0,1,0,2.129934598,2.282495745,1,1
0,29,14,1,0,0,0,3357.185,0.477508368,0.677041173,1,1
0,29,12,1,0,0,0,0,1.826201279,1.88207913,1,1
0,22,11,1,0,0,1,1321.66,1.89118662,1.980613075,1,1
0,25,11,0,1,1,1,0,1.542213343,1.523488354,1,1
0,30,12,1,0,0,0,0,1.777738232,1.841783455,1,1
0,22,8,1,0,0,1,0,2.072928571,2.134262655,1,1
0,55,3,1,0,0,1,0,1.692277358,1.544726038,1,1
0,35,10,1,0,0,1,9902.763,2.272591369,2.298148469,1,1
0,20,10,1,0,0,1,0,2.215725273,2.220265197,1,1
0,29,9,1,0,0,1,1203.824,1.189519659,1.125585024,1,1
0,20,11,1,0,0,1,3470.389,1.919160508,2.197496242,1,1
0,27,9,1,0,0,1,2129.016,1.310235352,1.209944791,0,0
0,28,10,1,0,1,1,6449.48,1.589592307,1.96777711,1,1
0,20,11,1,0,0,1,2531.311,2.341828079,2.644846167,0,0
0,26,14,1,0,1,0,2025.566,-0.507583248,-0.551187968,0,0
0,19,8,0,1,0,1,1087.803,2.253213303,2.511123428,1,1
0,34,11,1,0,0,1,0,2.055548097,2.078974715,1,1
0,22,12,1,0,0,0,0,2.314268048,2.320022239,0,0
0,32,12,0,1,1,0,0,2.463559879,2.816591966,1,1
0,19,11,1,0,0,1,1868.021,1.669590896,1.748886561,0,1
0,31,10,1,0,0,1,0,1.616060639,1.461475685,0,0
0,18,9,1,0,0,1,0,1.616948726,1.477598655,0,0
0,28,10,1,0,0,1,4479.587,1.348445448,1.304549703,1,1
0,32,12,1,0,0,0,12419.18,0.383277042,0.449511615,1,1
0,50,10,0,1,0,1,0,1.978754752,1.721443548,0,0
0,20,12,1,0,0,0,591.8151,1.599796272,1.765283324,1,1
0,25,11,1,0,1,1,0,2.178365923,2.446289387,1,1
0,23,10,1,0,1,1,0,1.935598166,1.940052833,0,0
0,21,14,1,0,0,0,5926.795,1.573850313,1.870310367,1,1
0,38,10,1,0,0,1,0,1.757379136,1.723054439,0,0
0,25,7,0,1,0,1,1177.118,3.230877938,3.391872577,1,1
0,25,10,1,0,1,1,0,2.113226809,2.202873182,1,1
0,29,12,1,0,0,0,2080.209,0.419914709,0.550836216,1,1
0,42,10,1,0,0,1,0,1.45066067,1.171064353,1,1
0,39,12,1,0,1,0,0,1.514259051,1.483777639,1,1
0,27,11,1,0,1,1,20035.26,0.828811436,1.051897101,1,1
0,34,13,1,0,1,0,0,1.613670762,1.853367901,1,1
0,25,11,1,0,1,1,3266.406,1.538333949,1.883040844,1,1
0,28,10,1,0,0,1,10068.4,1.472064265,1.644349004,0,0
0,24,7,1,0,0,1,0,1.739056414,1.64649026,1,1
0,32,11,1,0,0,1,0,1.145488142,0.980053445,1,1
0,27,13,1,0,0,0,0,1.366544889,1.424269549,1,1
0,20,12,1,0,0,0,4932.215,1.674499909,1.970570525,1,1
0,29,13,1,0,0,0,2265.579,0.744985763,0.943857967,1,1
0,26,10,1,0,0,1,0,1.406425108,1.341379512,1,1
0,44,11,1,0,0,1,0,1.96786253,1.819351154,0,0
0,24,9,1,0,0,1,4118.681,1.932129549,2.08572857,1,1
0,28,10,0,0,1,1,6346.193,0.101928164,0.008339475,1,1
0,24,11,1,0,0,1,1327.993,1.752555768,1.881232969,1,1
0,25,11,1,0,0,1,0,1.961221266,1.96698308,1,1
0,25,8,1,0,1,1,515.8274,1.444450176,1.401199748,1,1
0,23,11,1,0,0,1,5716.407,1.794455896,2.016668405,1,1
0,20,11,1,0,0,1,1650.461,1.932822263,2.183122433,1,1
0,24,12,1,0,0,0,8100.533,1.659219988,1.951656606,1,1
0,20,11,0,0,1,1,8159.507,1.607242106,2.191096631,1,1
0,25,12,1,0,0,0,0,1.17439983,0.980306879,0,0
0,28,11,1,0,0,1,863.4795,1.149484263,1.296677889,0,1
0,28,12,1,0,1,0,0,1.817894606,1.891000083,0,1
0,21,12,0,0,0,0,5440.815,0.877254834,1.231539839,1,1
0,24,11,0,0,0,1,1468.383,1.501272992,1.792946159,1,1
0,32,10,1,0,0,1,0,3.788465209,4.249657988,0,0
0,21,10,1,0,1,1,1785.18,1.891251755,2.157205226,1,1
0,21,8,1,0,0,1,6608.304,2.217514617,2.500012145,1,1
0,25,10,1,0,1,1,11696.37,1.82584319,2.131133149,1,1
0,22,10,0,0,1,1,23031.98,1.235571176,1.709846899,1,1
0,22,10,1,0,0,1,0,1.85376908,1.772240582,0,0
0,19,9,1,0,0,1,0,2.344815836,2.283639135,1,1
0,31,10,1,0,1,1,0,1.655133209,1.449160196,0,0
0,23,11,1,0,0,1,0,1.866739613,1.79972888,0,0
0,22,11,1,0,0,1,875.2615,1.514761471,1.577803348,1,1
0,33,11,1,0,0,1,0,1.929758594,1.898928241,0,0
0,27,10,1,0,0,1,0,2.816829868,3.389283407,1,1
0,29,11,1,0,1,1,0,1.23235295,0.752286286,1,1
0,38,10,1,0,1,1,14701.95,1.150930266,1.392210691,1,1
0,20,6,1,0,0,1,2850.61,1.111877888,1.034687513,0,0
0,23,10,1,0,0,1,0,1.816052074,1.73980108,0,0
0,29,11,1,0,0,1,3256.165,1.901438601,2.219051375,1,1
0,26,9,1,0,0,1,6955.054,1.724343829,1.843774172,1,1
0,25,9,1,0,1,1,0,1.622319081,1.303314313,1,1
0,24,11,1,0,0,1,13370.58,1.081216233,1.361832975,1,1
0,25,10,1,0,0,1,0,2.230606928,2.352218223,1,1
0,23,11,0,0,0,1,19995.64,0.679097334,0.868303361,1,1
0,25,13,1,0,0,0,3751.048,0.920839807,1.163886791,1,1
0,20,9,1,0,0,1,9164.449,1.829276908,1.922752973,1,1
0,25,11,1,0,0,1,3072.726,1.341073498,1.356402921,1,1
0,29,12,0,0,0,0,12205.14,1.005693464,1.81154663,1,1
0,25,9,1,0,1,1,16946.63,1.676346923,2.024234807,1,1
0,23,11,1,0,0,1,580.7901,1.134255892,0.648171434,0,1
0,44,9,1,0,1,1,10857.24,1.174313444,0.943534917,1,1
0,22,12,1,0,1,0,9352.199,0.102379021,0.12334085,1,1
0,20,11,0,0,0,1,1159.131,1.925321597,2.268295438,0,1
0,36,11,1,0,0,1,7311.561,0.795668789,0.785452869,0,0
0,24,10,1,0,0,1,0,1.916014503,1.895241154,0,0
0,28,8,0,0,0,1,0,2.112210939,2.14355126,1,1
0,39,11,1,0,0,1,83.68964,2.11683797,1.938891897,0,0
0,27,12,0,1,0,0,24276.97,-0.517823669,-0.518053901,1,1
0,31,10,1,0,0,1,520.4463,1.594758532,1.603680162,1,1
0,26,6,1,0,0,1,0,1.792259599,1.713962125,1,1
0,30,11,1,0,1,1,24105.39,0.326808504,0.388239205,1,1
0,31,8,1,0,0,1,4577.68,2.658514307,2.643500493,1,1
0,26,8,1,0,0,1,5562.598,1.943647695,2.085246961,1,1
0,26,10,1,0,1,1,9107.431,0.56317083,0.6335199,1,1
0,24,12,1,0,0,0,159.8847,1.857712089,2.187588727,0,0
0,25,11,1,0,0,1,2455.067,2.504247028,2.802017424,1,1
0,29,9,1,0,0,1,9160.693,1.985053163,2.398079742,0,1
0,30,14,1,0,1,0,0,0.043305581,0.184486375,1,1
0,25,10,1,0,1,1,0,1.76592832,1.638694556,0,0
0,41,12,1,0,0,0,9818.467,1.058045148,1.115829281,0,0
0,29,11,1,0,1,1,0,1.618017185,1.498753189,0,0
0,25,12,1,0,1,0,0,1.84934372,1.962516459,0,0
0,28,13,1,0,0,0,0,2.118505393,2.117667365,0,1
0,23,11,1,0,0,1,0,1.636809971,1.428556603,1,1
0,54,11,1,0,0,1,0,1.873250066,1.487864764,1,1
0,33,5,0,1,0,1,0,0.689928964,0.472090051,0,1
0,31,12,0,0,0,0,494.643,-0.226980378,-0.415521023,0,0
0,34,12,1,0,0,0,4087.214,0.406354084,0.361708088,1,1
0,50,8,1,0,1,1,5630.05,0.596348966,-0.250200333,1,1
0,31,11,1,0,0,1,7505.213,2.065455559,2.556129725,1,1
0,36,12,0,1,0,0,11491.95,-1.048564339,-1.43427585,1,1
0,20,8,1,0,0,1,0,1.775138153,1.748641833,1,1
0,24,12,0,0,1,0,24294.75,-0.517243362,-0.436095597,1,1
0,23,12,0,1,0,0,8960.684,1.725708027,1.885842631,1,1
0,26,13,0,0,0,0,5395.119,-1.140220987,-1.127310616,1,1
0,28,11,0,0,0,1,3200.912,1.545237536,2.181647575,1,1
0,45,9,1,0,0,1,0,1.93015332,1.82113506,1,1
0,23,10,1,0,1,1,9854.153,0.916087739,1.09857774,0,0
0,28,11,1,0,0,1,13371.25,1.567532154,1.851518594,0,0
0,26,11,1,0,1,1,4184.732,1.355329705,1.642819184,0,0
0,22,10,1,0,0,1,2174.955,1.596138829,1.48055694,1,1
0,27,13,0,0,0,0,474.5018,0.32871597,0.532312163,1,1
0,27,12,0,1,0,0,2677.771,0.446519446,0.583934319,1,1
0,39,6,1,0,0,1,0,2.029664984,1.989609827,0,0
0,25,11,1,0,0,1,0,2.23086241,2.322330164,0,0
0,31,11,1,0,0,1,18291.41,2.092419447,2.148322609,0,0
0,22,12,1,0,0,0,2003.68,0.543399401,0.594992799,1,1
0,22,10,1,0,0,1,13732.98,2.358412511,2.668166165,1,1
0,28,10,1,0,0,1,367.8234,1.033300995,1.049376667,1,1
0,31,11,1,0,0,1,6382.587,1.229730037,1.377784711,0,0
0,27,10,1,0,1,1,11280.71,1.538538796,1.872107381,0,0
0,28,11,1,0,1,1,5393.895,1.274883435,1.571763879,1,1
0,26,12,1,0,0,0,0,1.449732608,1.392833565,0,0
0,27,12,1,0,0,0,32984.25,0.358897353,0.510039575,1,1
0,27,12,0,0,0,0,5035.444,-0.199590529,-0.153303429,0,1
0,36,12,1,0,0,0,142.3973,0.702316356,0.623167647,0,0
0,26,8,1,0,1,1,4084.258,2.151145807,2.285020738,0,0
0,23,9,1,0,1,1,19289.85,1.697164752,1.959449661,1,1
0,23,10,1,0,0,1,0,1.749102615,1.585971843,0,0
0,31,12,1,0,0,0,5613.909,1.104728273,1.494479206,0,0
0,36,7,1,0,0,1,1606.662,1.940273949,1.941166895,1,1
0,39,12,1,0,1,0,6608.137,0.204301442,0.1655858,1,1
0,35,11,1,0,1,1,8720.905,1.044814674,1.266790418,0,1
0,21,9,0,0,0,1,1577.167,1.209176694,1.337110308,1,1
0,36,11,0,1,0,1,3063.878,0.686855349,0.630746577,1,1
0,27,12,0,0,0,0,0,1.88970873,1.958682862,1,1
0,26,11,1,0,0,1,1174.991,1.849276182,2.149825477,1,1
0,28,9,1,0,1,1,9210.447,1.366546726,1.576944109,1,1
0,33,9,0,1,1,1,0,1.884397555,1.864209457,0,0
0,28,11,1,0,1,1,10033.91,1.718651785,2.015473445,0,0
0,22,11,1,0,0,1,6974.484,1.40098805,1.533794623,1,1
0,25,11,1,0,0,1,4284.429,1.837891959,2.031602195,1,1
0,25,10,1,0,1,1,0,1.854181707,1.817108656,0,0
0,27,11,1,0,0,1,766.2986,1.552673898,1.668537293,0,0
0,26,8,0,0,1,1,36941.27,1.394486902,2.08927625,1,1
0,28,12,1,0,1,0,5551.456,0.66989018,1.133512993,1,1
0,25,10,0,0,0,1,8140.402,1.690916457,2.026323662,1,1
0,22,10,0,0,0,1,10598.67,1.97793707,2.162140359,1,1
0,23,8,1,0,0,1,0,1.982430647,1.980927738,1,1
0,20,12,0,0,0,0,3104.815,1.17232718,1.436884646,1,1
0,19,11,1,0,0,1,3285.68,1.651626001,1.699892378,1,1
0,17,9,0,1,0,1,671.2271,2.03840742,2.134909785,1,1
0,19,11,1,0,0,1,5160.259,1.686253766,1.795985681,0,1
0,18,11,1,0,0,1,4152.609,1.808252722,1.927686911,1,1
0,17,10,0,1,0,1,1239.628,1.984178562,2.281459025,1,1
0,20,11,1,0,0,1,3248.937,1.405765914,1.445975729,1,1
0,18,8,1,0,0,1,0,2.765712617,2.798038231,1,1
0,20,10,1,0,0,1,3677.588,1.558481055,1.446319785,1,1
0,18,11,1,0,0,1,2041.363,1.204007431,1.443890511,1,1
0,19,10,0,1,0,1,2275.368,2.027788175,2.540846637,1,1
0,17,8,1,0,0,1,0,2.243733592,2.38280187,1,1
0,17,10,0,1,0,1,1734.559,1.947788083,2.143733968,1,1
0,18,10,1,0,0,1,2682.125,2.005191183,2.32866146,0,0
0,18,10,1,0,0,1,240.1067,1.905061849,1.931787148,1,1
0,19,11,0,1,1,1,308.2192,1.244636115,1.34108349,0,0
0,18,11,1,0,0,1,8784.237,1.769520197,1.898423698,1,1
0,19,11,1,0,0,1,1615.901,1.541925838,1.444887323,1,1
0,19,10,1,0,0,1,963.9971,2.061065769,2.407172146,1,1
0,19,9,0,1,0,1,0,1.932283383,1.874461093,1,1
0,18,10,1,0,0,1,1642.365,1.494723292,1.461268142,0,0
0,18,10,1,0,0,1,0,1.831710606,1.779341491,1,1
0,17,11,1,0,0,1,3796.029,2.009878289,2.127086451,0,0
0,18,6,0,1,0,1,6142.681,1.68414479,1.599125768,1,1
0,19,11,1,0,0,1,2445.589,1.449898069,1.386762583,1,1
0,18,8,0,1,0,1,0,2.043525416,2.120849434,1,1
0,18,11,1,0,0,1,0,2.086304258,2.100209887,1,1
0,17,11,1,0,0,1,0,1.757907094,1.678227646,1,1
0,19,10,1,0,0,1,0,1.729550144,1.661532664,1,1
0,19,10,1,0,0,1,0,2.092378554,2.087702204,1,1
0,18,9,1,0,0,1,0,1.387976214,1.209611415,1,1
0,18,10,1,0,0,1,2285.03,1.242295246,1.117592868,1,1
0,18,11,1,0,0,1,2292.171,1.48739604,1.564918449,1,1
0,18,10,1,0,0,1,273.5525,1.849765609,1.81492192,1,1
0,18,9,0,1,0,1,2684.91,1.954295891,2.077067124,1,1
0,18,9,1,0,0,1,0,2.586371463,2.995420642,1,1
0,18,12,1,0,0,0,1405.512,1.940087137,2.088375511,0,0
0,18,9,0,1,0,1,1646.51,1.774886235,1.79600139,1,1
0,19,11,1,0,0,1,393.8598,1.839941188,1.895800547,1,1
0,18,7,0,1,1,1,2672.202,1.270754152,1.278927784,1,1
0,19,11,0,0,0,1,823.2544,1.602130861,1.763368635,1,1
0,18,8,0,1,0,1,2483.852,1.74814878,1.778824132,1,1
0,17,8,1,0,0,1,1178.219,2.075956201,2.124200019,1,1
0,18,10,1,0,0,1,0,1.605363426,1.490976818,1,1
0,17,10,1,0,0,1,1726.439,2.102755114,2.177788213,1,1
0,17,10,1,0,0,1,664.569,2.390744922,2.876602022,0,0
0,20,10,1,0,0,1,690.192,1.81011239,1.846588245,1,1
0,18,10,1,0,0,1,1428.144,2.001399091,2.08603843,1,1
0,19,11,1,0,0,1,705.1964,2.006358267,2.188225626,0,0
0,17,10,1,0,0,1,0,1.822815075,1.723523363,1,1
0,18,7,1,0,0,1,0,2.068177596,2.11599527,1,1
0,18,11,1,0,0,1,0,1.973581239,1.974702045,1,1
0,20,9,1,0,0,1,2483.852,1.889914322,1.961460528,0,1
0,19,10,0,1,0,1,0,1.747064384,1.481437408,0,1
0,18,9,1,0,0,1,0,1.991631474,1.991369367,0,0
0,17,10,1,0,0,1,0,2.171059897,2.266057003,0,1
0,17,11,1,0,0,1,1156.797,2.441397808,2.729658751,1,1
0,17,10,1,0,0,1,0,2.349699154,2.594007327,1,1
0,18,9,1,0,0,1,490.4656,2.381784304,3.168534738,1,1
0,19,11,1,0,0,1,0,1.541647977,1.428301093,0,0
0,17,8,0,0,0,1,0,2.401042484,2.487947364,1,1
0,18,10,1,0,0,1,0,2.057557854,2.078361515,1,1
0,18,9,1,0,0,1,0,2.879241981,3.166260715,0,0
0,17,9,1,0,0,1,2595.267,1.610110182,1.440542336,0,0
0,17,8,1,0,0,1,0,1.716063054,1.602915091,1,1
0,17,8,1,0,0,1,2036.79,1.674817133,1.630580382,0,0
0,19,9,0,1,0,1,2750.841,1.230778335,0.61946172,1,1
0,17,9,1,0,0,1,620.9627,1.745501301,1.676742191,1,1
0,19,10,1,0,0,1,1428.144,1.647835903,1.46957677,1,1
0,19,6,0,1,0,1,0,2.015981136,2.076389364,1,1
0,20,11,1,0,0,1,1633.202,1.867899349,2.003188678,1,1
0,19,10,0,0,0,1,0,2.774098046,3.246356296,1,1
0,17,11,0,0,0,1,0,2.495502977,2.605817181,0,0
0,18,9,0,0,0,1,559.596,1.525677845,1.547087858,1,1
0,20,11,1,0,0,1,7666.875,1.240147462,1.321840621,1,1
0,20,10,1,0,0,1,2856.287,2.025948947,2.200813951,1,1
0,20,9,1,0,0,1,0,1.32557099,1.109823806,1,1
0,19,9,1,0,0,1,2642.067,2.517219977,3.062294751,1,1
0,18,10,1,0,0,1,2456.994,2.217534231,2.446514985,1,1
0,19,11,1,0,0,1,4503.064,1.496103963,1.617252627,0,0
0,17,9,1,0,0,1,0,1.375530569,1.056390846,0,0
0,18,9,1,0,0,1,1413.863,2.390871172,2.675491381,1,1
0,17,11,1,0,0,1,165.2077,1.864654477,1.870346784,1,1
0,17,10,1,0,0,1,0,2.457572818,2.775275984,1,1
0,19,10,1,0,0,1,604.1539,1.371982713,0.960427671,0,1
0,17,10,0,1,0,1,1168.902,1.59077721,1.647238089,1,1
0,20,9,1,0,0,1,9691.033,1.808290052,1.896906083,1,1
0,17,9,1,0,0,1,0,2.000277481,2.009761468,1,1
0,19,11,1,0,0,1,0,1.716133606,1.708161764,0,0
0,17,10,0,0,0,1,2465.613,2.024925582,2.16622818,1,1
0,19,10,1,0,1,1,0,1.513361659,1.539100745,1,1
0,20,9,1,0,0,1,0,1.906809761,1.923474674,1,1
0,18,11,1,0,0,1,1170.327,1.864934874,1.971815822,1,1
0,18,10,0,1,1,1,1922.625,1.844520346,2.040993701,1,1
0,18,9,1,0,0,1,0,2.273293781,2.31840386,1,1
